n_estimators,max_depth,min_samples_split,max_features,bootstrap,validation_loss,mee
500,3,3,10,True,2.464418943778941,1.7874755437958822
500,3,4,10,True,2.464008143616166,1.7893908107377923
100,3,2,10,True,2.461505744509028,1.790604236833831
10,3,3,3,True,2.4980864029568086,1.802254200116818
10,3,2,3,True,2.5656635358128868,1.8141758170175517
10,3,4,3,True,2.5574037397589033,1.8257020161981485
10,3,2,10,True,2.6155224876836454,1.8296013227062529
10,3,3,10,True,2.661594443784153,1.8568121713696748
10,3,5,10,True,2.7081987621327825,1.8685440317881523
10,3,4,10,True,2.843765952820772,1.9154869923286846
1000,2,5,3,True,4.014687846565671,2.332318745191476
50,2,2,3,True,4.031944159059645,2.338843608296976
500,2,2,3,True,4.020721734036241,2.339995898984823
100,2,2,3,True,4.029977298422347,2.342571127246505
100,2,5,3,True,4.04024912321485,2.3430021958103957
500,2,5,3,True,4.035739529789117,2.3447785428634718
500,2,3,3,True,4.063202258360445,2.346925374426073
1000,2,3,3,True,4.0523844896791665,2.3482096788353912
1000,2,2,3,True,4.052404051976363,2.348878829426628
500,2,4,3,True,4.055475744403732,2.3492961007702213
1000,2,4,3,True,4.060631192525477,2.3516221443415284
100,2,4,3,True,4.144018842645075,2.37069571894167
100,2,3,3,True,4.116387395576642,2.3732828307590434
50,2,3,3,True,4.194701423962823,2.3840489415473867
10,2,5,3,True,4.183414014612843,2.400155041695238
50,2,4,3,True,4.325023162309888,2.4155718421293226
50,2,5,3,True,4.263070141576181,2.416897517113334
10,2,3,3,True,4.40272841458408,2.4669985054161088
10,2,2,3,True,4.514320531425946,2.478215689547689
50,2,2,10,True,4.430152719145211,2.5046390977880777
100,2,3,10,True,4.435749944864155,2.5060339866965373
50,2,5,10,True,4.45892692448669,2.512573582550576
1000,2,4,10,True,4.458904336817577,2.5131022671627026
1000,2,2,10,True,4.460666406386908,2.515192456017424
500,2,2,10,True,4.473977372627016,2.5196854656274583
500,2,5,10,True,4.4888283687369,2.520105782894654
100,2,4,10,True,4.48992612992542,2.520234046505501
1000,2,5,10,True,4.472956957031525,2.520358108679465
500,2,4,10,True,4.480163786390172,2.5222861990671035
50,2,3,10,True,4.52937164820933,2.5228362582620263
500,2,3,10,True,4.493708344558785,2.5236834521430715
1000,2,3,10,True,4.502367636308779,2.5271092299448505
100,2,5,10,True,4.523820079694897,2.5335549258818717
10,2,4,3,True,4.702711869406208,2.5342982838219053
50,2,4,10,True,4.577347837020768,2.53675694382809
100,2,2,10,True,4.5585436472414305,2.5428574432147215
10,2,4,10,True,4.785908298788504,2.58237278650472
10,2,2,10,True,4.8449360847238365,2.6030650614475683
10,2,5,10,True,5.148603271842639,2.6855971509754677
10,2,3,10,True,5.34836498265365,2.7196662444675237
100,1,3,3,True,13.441939097964308,4.51053203124558
100,1,5,3,True,13.454188787300877,4.513639828648774
500,1,3,3,True,13.460892304030413,4.51375572156463
50,1,2,3,True,13.452574855599996,4.515583981682208
1000,1,4,3,True,13.498295228722013,4.520007907903211
1000,1,3,3,True,13.517247985408538,4.523896536729661
1000,1,2,3,True,13.524120925333957,4.527117031573116
500,1,4,3,True,13.536105607865963,4.527704300803486
1000,1,5,3,True,13.532723709135377,4.528077206480493
500,1,5,3,True,13.545279142049548,4.5306460697592295
50,1,5,3,True,13.556359110184758,4.533929515033625
50,1,4,3,True,13.565892000191319,4.534375746231662
500,1,2,3,True,13.600895777490278,4.536782049310919
100,1,2,3,True,13.585111593004855,4.538486584429544
100,1,4,3,True,13.598998114707685,4.541168797635688
50,1,3,3,True,13.702786188128115,4.548931800449939
10,1,3,3,True,13.83231627826568,4.566935936554346
10,1,5,3,True,13.941226121476586,4.58839188989823
10,1,4,3,True,13.962690874165727,4.59029673848822
10,1,2,3,True,13.98727872907902,4.592535670141059
50,1,5,10,True,14.719034166518782,4.721303977519951
10,1,4,10,True,14.701199176530585,4.7243812086978725
1000,1,3,10,True,14.756856672744824,4.729188093483644
1000,1,2,10,True,14.77314714854468,4.730163192402416
50,1,2,10,True,14.804465807179907,4.730547726762418
100,1,5,10,True,14.757845036614476,4.73057557487652
50,1,3,10,True,14.768534643325784,4.731149960714832
500,1,4,10,True,14.774947518338852,4.731414663420595
1000,1,5,10,True,14.771972509456386,4.7321098431700195
100,1,4,10,True,14.79464595623859,4.732390420447774
500,1,3,10,True,14.771963367072784,4.732521440163592
500,1,5,10,True,14.784546772417398,4.732645131532023
100,1,2,10,True,14.807653434390872,4.732861911106831
1000,1,4,10,True,14.789858732022564,4.734617651064372
500,1,2,10,True,14.796514508277111,4.734652027251201
100,1,3,10,True,14.76902966443998,4.735711049617613
50,1,4,10,True,14.981284227329603,4.7628391427780645
10,1,5,10,True,15.058047504895667,4.771176453437655
10,1,2,10,True,15.162789947632994,4.784559555338475
10,1,3,10,True,15.30470467100658,4.815644203388118
