n_estimators,max_depth,min_samples_split,min_samples_leaf,bootstrap,random_state,min_impurity_decrease,validation_loss,mee
100,2,3,1,False,1,1.0,7.095465611349392,3.1121726416568873
100,2,3,1,False,2,1.0,7.095465611349392,3.112172641656887
1000,2,3,1,False,1,1.0,7.095465611349424,3.1121726416568887
1000,2,3,1,False,2,1.0,7.095465611349424,3.1121726416568887
10,2,4,1,False,1,1.0,7.095465611349392,3.1121726416568882
10,2,4,1,False,2,1.0,7.095465611349392,3.1121726416568873
50,2,4,1,False,1,1.0,7.095465611349392,3.1121726416568865
50,2,4,1,False,2,1.0,7.095465611349394,3.112172641656887
100,2,4,1,False,1,1.0,7.095465611349392,3.1121726416568873
100,2,4,1,False,2,1.0,7.095465611349392,3.112172641656887
1000,2,4,1,False,1,1.0,7.095465611349424,3.1121726416568887
1000,2,4,1,False,2,1.0,7.095465611349424,3.1121726416568887
10,2,2,2,False,1,1.0,7.095465611349392,3.1121726416568882
10,2,2,2,False,2,1.0,7.095465611349392,3.1121726416568873
50,2,2,2,False,1,1.0,7.095465611349392,3.1121726416568865
50,2,2,2,False,2,1.0,7.095465611349394,3.112172641656887
100,2,2,2,False,1,1.0,7.095465611349392,3.1121726416568873
100,2,2,2,False,2,1.0,7.095465611349392,3.112172641656887
1000,2,2,2,False,1,1.0,7.095465611349424,3.1121726416568887
1000,2,2,2,False,2,1.0,7.095465611349424,3.1121726416568887
10,2,3,2,False,1,1.0,7.095465611349392,3.1121726416568882
10,2,3,2,False,2,1.0,7.095465611349392,3.1121726416568873
50,2,3,2,False,1,1.0,7.095465611349392,3.1121726416568865
50,2,3,2,False,2,1.0,7.095465611349394,3.112172641656887
100,2,3,2,False,1,1.0,7.095465611349392,3.1121726416568873
100,2,3,2,False,2,1.0,7.095465611349392,3.112172641656887
1000,2,3,2,False,1,1.0,7.095465611349424,3.1121726416568887
1000,2,3,2,False,2,1.0,7.095465611349424,3.1121726416568887
10,2,4,2,False,1,1.0,7.095465611349392,3.1121726416568882
10,2,4,2,False,2,1.0,7.095465611349392,3.1121726416568873
50,2,4,2,False,1,1.0,7.095465611349392,3.1121726416568865
50,2,4,2,False,2,1.0,7.095465611349394,3.112172641656887
100,2,4,2,False,1,1.0,7.095465611349392,3.1121726416568873
100,2,4,2,False,2,1.0,7.095465611349392,3.112172641656887
1000,2,4,2,False,1,1.0,7.095465611349424,3.1121726416568887
1000,2,4,2,False,2,1.0,7.095465611349424,3.1121726416568887
10,2,2,3,False,1,1.0,7.095465611349392,3.1121726416568882
10,2,2,3,False,2,1.0,7.095465611349392,3.1121726416568873
50,2,2,3,False,1,1.0,7.095465611349392,3.1121726416568865
50,2,2,3,False,2,1.0,7.095465611349394,3.112172641656887
100,2,2,3,False,1,1.0,7.095465611349392,3.1121726416568873
100,2,2,3,False,2,1.0,7.095465611349392,3.112172641656887
1000,2,2,3,False,1,1.0,7.095465611349424,3.1121726416568887
1000,2,2,3,False,2,1.0,7.095465611349424,3.1121726416568887
10,2,3,3,False,1,1.0,7.095465611349392,3.1121726416568882
10,2,3,3,False,2,1.0,7.095465611349392,3.1121726416568873
50,2,3,3,False,1,1.0,7.095465611349392,3.1121726416568865
50,2,3,3,False,2,1.0,7.095465611349394,3.112172641656887
100,2,3,3,False,1,1.0,7.095465611349392,3.1121726416568873
100,2,3,3,False,2,1.0,7.095465611349392,3.112172641656887
1000,2,3,3,False,1,1.0,7.095465611349424,3.1121726416568887
1000,2,3,3,False,2,1.0,7.095465611349424,3.1121726416568887
10,2,4,3,False,1,1.0,7.095465611349392,3.1121726416568882
10,2,4,3,False,2,1.0,7.095465611349392,3.1121726416568873
50,2,4,3,False,1,1.0,7.095465611349392,3.1121726416568865
50,2,4,3,False,2,1.0,7.095465611349394,3.112172641656887
100,2,4,3,False,1,1.0,7.095465611349392,3.1121726416568873
100,2,4,3,False,2,1.0,7.095465611349392,3.112172641656887
1000,2,4,3,False,1,1.0,7.095465611349424,3.1121726416568887
1000,2,4,3,False,2,1.0,7.095465611349424,3.1121726416568887
10,3,2,1,False,1,0.0,4.305986967219246,2.336251240389888
10,3,2,1,False,2,0.0,4.305986967219246,2.3362512403898883
50,3,2,1,False,1,0.0,4.305986967219246,2.3362512403898874
50,3,2,1,False,2,0.0,4.305986967219246,2.3362512403898874
100,3,2,1,False,1,0.0,4.305986967219246,2.336251240389888
100,3,2,1,False,2,0.0,4.305986967219246,2.336251240389888
1000,3,2,1,False,1,0.0,4.305986967219287,2.3362512403898847
1000,3,2,1,False,2,0.0,4.305986967219287,2.3362512403898847
10,3,3,1,False,1,0.0,4.305986967219246,2.336251240389888
10,3,3,1,False,2,0.0,4.305986967219246,2.3362512403898883
50,3,3,1,False,1,0.0,4.305986967219246,2.3362512403898874
50,3,3,1,False,2,0.0,4.305986967219246,2.3362512403898874
100,3,3,1,False,1,0.0,4.305986967219246,2.336251240389888
100,3,3,1,False,2,0.0,4.305986967219246,2.336251240389888
1000,3,3,1,False,1,0.0,4.305986967219287,2.3362512403898847
1000,3,3,1,False,2,0.0,4.305986967219287,2.3362512403898847
10,3,4,1,False,1,0.0,4.305986967219246,2.336251240389888
10,3,4,1,False,2,0.0,4.305986967219246,2.3362512403898883
50,3,4,1,False,1,0.0,4.305986967219246,2.3362512403898874
50,3,4,1,False,2,0.0,4.305986967219246,2.3362512403898874
100,3,4,1,False,1,0.0,4.305986967219246,2.336251240389888
100,3,4,1,False,2,0.0,4.305986967219246,2.336251240389888
1000,3,4,1,False,1,0.0,4.305986967219287,2.3362512403898847
1000,3,4,1,False,2,0.0,4.305986967219287,2.3362512403898847
10,3,2,2,False,1,0.0,4.305986967219246,2.336251240389888
10,3,2,2,False,2,0.0,4.305986967219246,2.3362512403898883
50,3,2,2,False,1,0.0,4.305986967219246,2.3362512403898874
50,3,2,2,False,2,0.0,4.305986967219246,2.3362512403898874
100,3,2,2,False,1,0.0,4.305986967219246,2.336251240389888
100,3,2,2,False,2,0.0,4.305986967219246,2.336251240389888
1000,3,2,2,False,1,0.0,4.305986967219287,2.3362512403898847
1000,3,2,2,False,2,0.0,4.305986967219287,2.3362512403898847
10,3,3,2,False,1,0.0,4.305986967219246,2.336251240389888
10,3,3,2,False,2,0.0,4.305986967219246,2.3362512403898883
50,3,3,2,False,1,0.0,4.305986967219246,2.3362512403898874
50,3,3,2,False,2,0.0,4.305986967219246,2.3362512403898874
100,3,3,2,False,1,0.0,4.305986967219246,2.336251240389888
100,3,3,2,False,2,0.0,4.305986967219246,2.336251240389888
1000,3,3,2,False,1,0.0,4.305986967219287,2.3362512403898847
1000,3,3,2,False,2,0.0,4.305986967219287,2.3362512403898847
10,3,4,2,False,1,0.0,4.305986967219246,2.336251240389888
10,3,4,2,False,2,0.0,4.305986967219246,2.3362512403898883
50,3,4,2,False,1,0.0,4.305986967219246,2.3362512403898874
50,3,4,2,False,2,0.0,4.305986967219246,2.3362512403898874
100,3,4,2,False,1,0.0,4.305986967219246,2.336251240389888
100,3,4,2,False,2,0.0,4.305986967219246,2.336251240389888
1000,3,4,2,False,1,0.0,4.305986967219287,2.3362512403898847
1000,3,4,2,False,2,0.0,4.305986967219287,2.3362512403898847
10,3,2,3,False,1,0.0,4.305986967219246,2.336251240389888
10,3,2,3,False,2,0.0,4.305986967219246,2.3362512403898883
50,3,2,3,False,1,0.0,4.305986967219246,2.3362512403898874
50,3,2,3,False,2,0.0,4.305986967219246,2.3362512403898874
100,3,2,3,False,1,0.0,4.305986967219246,2.336251240389888
100,3,2,3,False,2,0.0,4.305986967219246,2.336251240389888
1000,3,2,3,False,1,0.0,4.305986967219287,2.3362512403898847
1000,3,2,3,False,2,0.0,4.305986967219287,2.3362512403898847
10,3,3,3,False,1,0.0,4.305986967219246,2.336251240389888
10,3,3,3,False,2,0.0,4.305986967219246,2.3362512403898883
50,3,3,3,False,1,0.0,4.305986967219246,2.3362512403898874
50,3,3,3,False,2,0.0,4.305986967219246,2.3362512403898874
100,3,3,3,False,1,0.0,4.305986967219246,2.336251240389888
100,3,3,3,False,2,0.0,4.305986967219246,2.336251240389888
1000,3,3,3,False,1,0.0,4.305986967219287,2.3362512403898847
1000,3,3,3,False,2,0.0,4.305986967219287,2.3362512403898847
10,3,4,3,False,1,0.0,4.305986967219246,2.336251240389888
10,3,4,3,False,2,0.0,4.305986967219246,2.3362512403898883
50,3,4,3,False,1,0.0,4.305986967219246,2.3362512403898874
50,3,4,3,False,2,0.0,4.305986967219246,2.3362512403898874
100,3,4,3,False,1,0.0,4.305986967219246,2.336251240389888
100,3,4,3,False,2,0.0,4.305986967219246,2.336251240389888
1000,3,4,3,False,1,0.0,4.305986967219287,2.3362512403898847
1000,3,4,3,False,2,0.0,4.305986967219287,2.3362512403898847
10,3,2,1,False,1,1.0,5.506925444374632,2.6870577762117778
10,3,2,1,False,2,1.0,5.506925444374636,2.687057776211778
50,3,2,1,False,1,1.0,5.506925444374631,2.6870577762117756
50,3,2,1,False,2,1.0,5.50692544437463,2.6870577762117756
100,3,2,1,False,1,1.0,5.506925444374632,2.687057776211778
100,3,2,1,False,2,1.0,5.506925444374631,2.6870577762117778
1000,3,2,1,False,1,1.0,5.506925444374713,2.6870577762117787
1000,3,2,1,False,2,1.0,5.506925444374713,2.6870577762117787
10,3,3,1,False,1,1.0,5.506925444374632,2.6870577762117778
10,3,3,1,False,2,1.0,5.506925444374636,2.687057776211778
50,3,3,1,False,1,1.0,5.506925444374631,2.6870577762117756
50,3,3,1,False,2,1.0,5.50692544437463,2.6870577762117756
100,3,3,1,False,1,1.0,5.506925444374632,2.687057776211778
100,3,3,1,False,2,1.0,5.506925444374631,2.6870577762117778
1000,3,3,1,False,1,1.0,5.506925444374713,2.6870577762117787
1000,3,3,1,False,2,1.0,5.506925444374713,2.6870577762117787
10,3,4,1,False,1,1.0,5.506925444374632,2.6870577762117778
10,3,4,1,False,2,1.0,5.506925444374636,2.687057776211778
50,3,4,1,False,1,1.0,5.506925444374631,2.6870577762117756
50,3,4,1,False,2,1.0,5.50692544437463,2.6870577762117756
100,3,4,1,False,1,1.0,5.506925444374632,2.687057776211778
100,3,4,1,False,2,1.0,5.506925444374631,2.6870577762117778
1000,3,4,1,False,1,1.0,5.506925444374713,2.6870577762117787
1000,3,4,1,False,2,1.0,5.506925444374713,2.6870577762117787
10,3,2,2,False,1,1.0,5.506925444374632,2.6870577762117778
10,3,2,2,False,2,1.0,5.506925444374636,2.687057776211778
50,3,2,2,False,1,1.0,5.506925444374631,2.6870577762117756
50,3,2,2,False,2,1.0,5.50692544437463,2.6870577762117756
100,3,2,2,False,1,1.0,5.506925444374632,2.687057776211778
100,3,2,2,False,2,1.0,5.506925444374631,2.6870577762117778
1000,3,2,2,False,1,1.0,5.506925444374713,2.6870577762117787
1000,3,2,2,False,2,1.0,5.506925444374713,2.6870577762117787
10,3,3,2,False,1,1.0,5.506925444374632,2.6870577762117778
10,3,3,2,False,2,1.0,5.506925444374636,2.687057776211778
50,3,3,2,False,1,1.0,5.506925444374631,2.6870577762117756
50,3,3,2,False,2,1.0,5.50692544437463,2.6870577762117756
100,3,3,2,False,1,1.0,5.506925444374632,2.687057776211778
100,3,3,2,False,2,1.0,5.506925444374631,2.6870577762117778
1000,3,3,2,False,1,1.0,5.506925444374713,2.6870577762117787
1000,3,3,2,False,2,1.0,5.506925444374713,2.6870577762117787
10,3,4,2,False,1,1.0,5.506925444374632,2.6870577762117778
10,3,4,2,False,2,1.0,5.506925444374636,2.687057776211778
50,3,4,2,False,1,1.0,5.506925444374631,2.6870577762117756
50,3,4,2,False,2,1.0,5.50692544437463,2.6870577762117756
100,3,4,2,False,1,1.0,5.506925444374632,2.687057776211778
100,3,4,2,False,2,1.0,5.506925444374631,2.6870577762117778
1000,3,4,2,False,1,1.0,5.506925444374713,2.6870577762117787
1000,3,4,2,False,2,1.0,5.506925444374713,2.6870577762117787
10,3,2,3,False,1,1.0,5.506925444374632,2.6870577762117778
10,3,2,3,False,2,1.0,5.506925444374636,2.687057776211778
50,3,2,3,False,1,1.0,5.506925444374631,2.6870577762117756
50,3,2,3,False,2,1.0,5.50692544437463,2.6870577762117756
100,3,2,3,False,1,1.0,5.506925444374632,2.687057776211778
100,3,2,3,False,2,1.0,5.506925444374631,2.6870577762117778
1000,3,2,3,False,1,1.0,5.506925444374713,2.6870577762117787
1000,3,2,3,False,2,1.0,5.506925444374713,2.6870577762117787
10,3,3,3,False,1,1.0,5.506925444374632,2.6870577762117778
10,3,3,3,False,2,1.0,5.506925444374636,2.687057776211778
50,3,3,3,False,1,1.0,5.506925444374631,2.6870577762117756
50,3,3,3,False,2,1.0,5.50692544437463,2.6870577762117756
100,3,3,3,False,1,1.0,5.506925444374632,2.687057776211778
100,3,3,3,False,2,1.0,5.506925444374631,2.6870577762117778
1000,3,3,3,False,1,1.0,5.506925444374713,2.6870577762117787
1000,3,3,3,False,2,1.0,5.506925444374713,2.6870577762117787
10,3,4,3,False,1,1.0,5.506925444374632,2.6870577762117778
10,3,4,3,False,2,1.0,5.506925444374636,2.687057776211778
50,3,4,3,False,1,1.0,5.506925444374631,2.6870577762117756
50,3,4,3,False,2,1.0,5.50692544437463,2.6870577762117756
100,3,4,3,False,1,1.0,5.506925444374632,2.687057776211778
100,3,4,3,False,2,1.0,5.506925444374631,2.6870577762117778
1000,3,4,3,False,1,1.0,5.506925444374713,2.6870577762117787
1000,3,4,3,False,2,1.0,5.506925444374713,2.6870577762117787
10,4,2,1,False,1,0.0,3.1597344431373915,1.8408326214099724
10,4,2,1,False,2,0.0,3.156529033957325,1.839918833436728
50,4,2,1,False,1,0.0,3.163726576249383,1.8417511722586468
50,4,2,1,False,2,0.0,3.1620353161327563,1.8413833535666466
100,4,2,1,False,1,0.0,3.163077234487518,1.8416342755873767
100,4,2,1,False,2,0.0,3.1612368895103575,1.8411996276846465
1000,4,2,1,False,1,0.0,3.159956688921329,1.8409116907101102
1000,4,2,1,False,2,0.0,3.1619290833632587,1.8413624624644542
10,4,3,1,False,1,0.0,3.1597344431373915,1.8408326214099724
10,4,3,1,False,2,0.0,3.156529033957325,1.839918833436728
50,4,3,1,False,1,0.0,3.163726576249383,1.8417511722586468
50,4,3,1,False,2,0.0,3.1620353161327563,1.8413833535666466
100,4,3,1,False,1,0.0,3.163077234487518,1.8416342755873767
100,4,3,1,False,2,0.0,3.1612368895103575,1.8411996276846465
1000,4,3,1,False,1,0.0,3.159956688921329,1.8409116907101102
1000,4,3,1,False,2,0.0,3.1619290833632587,1.8413624624644542
10,4,4,1,False,1,0.0,3.1597344431373915,1.8408326214099724
10,4,4,1,False,2,0.0,3.156529033957325,1.839918833436728
50,4,4,1,False,1,0.0,3.163726576249383,1.8417511722586468
50,4,4,1,False,2,0.0,3.1620353161327563,1.8413833535666466
100,4,4,1,False,1,0.0,3.163077234487518,1.8416342755873767
100,4,4,1,False,2,0.0,3.1612368895103575,1.8411996276846465
1000,4,4,1,False,1,0.0,3.159956688921329,1.8409116907101102
1000,4,4,1,False,2,0.0,3.1619290833632587,1.8413624624644542
10,4,2,2,False,1,0.0,2.9173252315695923,1.8184397569177848
10,4,2,2,False,2,0.0,2.9141198223895257,1.81752596894454
50,4,2,2,False,1,0.0,2.9213173646815833,1.8193583077664588
50,4,2,2,False,2,0.0,2.919626104564957,1.8189904890744586
100,4,2,2,False,1,0.0,2.9213173646815793,1.8193583077664595
100,4,2,2,False,2,0.0,2.9188276779425557,1.818806763192459
1000,4,2,2,False,1,0.0,2.917873897885723,1.818577308170514
1000,4,2,2,False,2,0.0,2.9195854358460918,1.818981299648977
10,4,3,2,False,1,0.0,2.9173252315695923,1.8184397569177848
10,4,3,2,False,2,0.0,2.9141198223895257,1.81752596894454
50,4,3,2,False,1,0.0,2.9213173646815833,1.8193583077664588
50,4,3,2,False,2,0.0,2.919626104564957,1.8189904890744586
100,4,3,2,False,1,0.0,2.9213173646815793,1.8193583077664595
100,4,3,2,False,2,0.0,2.9188276779425557,1.818806763192459
1000,4,3,2,False,1,0.0,2.917873897885723,1.818577308170514
1000,4,3,2,False,2,0.0,2.9195854358460918,1.818981299648977
10,4,4,2,False,1,0.0,2.9173252315695923,1.8184397569177848
10,4,4,2,False,2,0.0,2.9141198223895257,1.81752596894454
50,4,4,2,False,1,0.0,2.9213173646815833,1.8193583077664588
50,4,4,2,False,2,0.0,2.919626104564957,1.8189904890744586
100,4,4,2,False,1,0.0,2.9213173646815793,1.8193583077664595
100,4,4,2,False,2,0.0,2.9188276779425557,1.818806763192459
1000,4,4,2,False,1,0.0,2.917873897885723,1.818577308170514
1000,4,4,2,False,2,0.0,2.9195854358460918,1.818981299648977
10,4,2,3,False,1,0.0,2.9695373423334983,1.82294582468816
10,4,2,3,False,2,0.0,2.9695373423334983,1.8229458246881602
50,4,2,3,False,1,0.0,2.9695373423335,1.8229458246881605
50,4,2,3,False,2,0.0,2.9695373423335,1.82294582468816
100,4,2,3,False,1,0.0,2.9695373423334965,1.8229458246881607
100,4,2,3,False,2,0.0,2.969537342333497,1.8229458246881607
1000,4,2,3,False,1,0.0,2.9695373423334925,1.8229458246881536
1000,4,2,3,False,2,0.0,2.9695373423334925,1.8229458246881536
10,4,3,3,False,1,0.0,2.9695373423334983,1.82294582468816
10,4,3,3,False,2,0.0,2.9695373423334983,1.8229458246881602
50,4,3,3,False,1,0.0,2.9695373423335,1.8229458246881605
50,4,3,3,False,2,0.0,2.9695373423335,1.82294582468816
100,4,3,3,False,1,0.0,2.9695373423334965,1.8229458246881607
100,4,3,3,False,2,0.0,2.969537342333497,1.8229458246881607
1000,4,3,3,False,1,0.0,2.9695373423334925,1.8229458246881536
1000,4,3,3,False,2,0.0,2.9695373423334925,1.8229458246881536
10,4,4,3,False,1,0.0,2.9695373423334983,1.82294582468816
10,4,4,3,False,2,0.0,2.9695373423334983,1.8229458246881602
50,4,4,3,False,1,0.0,2.9695373423335,1.8229458246881605
50,4,4,3,False,2,0.0,2.9695373423335,1.82294582468816
100,4,4,3,False,1,0.0,2.9695373423334965,1.8229458246881607
100,4,4,3,False,2,0.0,2.969537342333497,1.8229458246881607
1000,4,4,3,False,1,0.0,2.9695373423334925,1.8229458246881536
1000,4,4,3,False,2,0.0,2.9695373423334925,1.8229458246881536
10,4,2,1,False,1,1.0,5.506925444374632,2.6870577762117778
10,4,2,1,False,2,1.0,5.506925444374636,2.687057776211778
50,4,2,1,False,1,1.0,5.506925444374631,2.6870577762117756
50,4,2,1,False,2,1.0,5.50692544437463,2.6870577762117756
100,4,2,1,False,1,1.0,5.506925444374632,2.687057776211778
100,4,2,1,False,2,1.0,5.506925444374631,2.6870577762117778
1000,4,2,1,False,1,1.0,5.506925444374713,2.6870577762117787
1000,4,2,1,False,2,1.0,5.506925444374713,2.6870577762117787
10,4,3,1,False,1,1.0,5.506925444374632,2.6870577762117778
10,4,3,1,False,2,1.0,5.506925444374636,2.687057776211778
50,4,3,1,False,1,1.0,5.506925444374631,2.6870577762117756
50,4,3,1,False,2,1.0,5.50692544437463,2.6870577762117756
100,4,3,1,False,1,1.0,5.506925444374632,2.687057776211778
100,4,3,1,False,2,1.0,5.506925444374631,2.6870577762117778
1000,4,3,1,False,1,1.0,5.506925444374713,2.6870577762117787
1000,4,3,1,False,2,1.0,5.506925444374713,2.6870577762117787
10,4,4,1,False,1,1.0,5.506925444374632,2.6870577762117778
10,4,4,1,False,2,1.0,5.506925444374636,2.687057776211778
50,4,4,1,False,1,1.0,5.506925444374631,2.6870577762117756
50,4,4,1,False,2,1.0,5.50692544437463,2.6870577762117756
100,4,4,1,False,1,1.0,5.506925444374632,2.687057776211778
100,4,4,1,False,2,1.0,5.506925444374631,2.6870577762117778
1000,4,4,1,False,1,1.0,5.506925444374713,2.6870577762117787
1000,4,4,1,False,2,1.0,5.506925444374713,2.6870577762117787
10,4,2,2,False,1,1.0,5.506925444374632,2.6870577762117778
10,4,2,2,False,2,1.0,5.506925444374636,2.687057776211778
50,4,2,2,False,1,1.0,5.506925444374631,2.6870577762117756
50,4,2,2,False,2,1.0,5.50692544437463,2.6870577762117756
100,4,2,2,False,1,1.0,5.506925444374632,2.687057776211778
100,4,2,2,False,2,1.0,5.506925444374631,2.6870577762117778
1000,4,2,2,False,1,1.0,5.506925444374713,2.6870577762117787
1000,4,2,2,False,2,1.0,5.506925444374713,2.6870577762117787
10,4,3,2,False,1,1.0,5.506925444374632,2.6870577762117778
10,4,3,2,False,2,1.0,5.506925444374636,2.687057776211778
50,4,3,2,False,1,1.0,5.506925444374631,2.6870577762117756
50,4,3,2,False,2,1.0,5.50692544437463,2.6870577762117756
100,4,3,2,False,1,1.0,5.506925444374632,2.687057776211778
100,4,3,2,False,2,1.0,5.506925444374631,2.6870577762117778
1000,4,3,2,False,1,1.0,5.506925444374713,2.6870577762117787
1000,4,3,2,False,2,1.0,5.506925444374713,2.6870577762117787
10,4,4,2,False,1,1.0,5.506925444374632,2.6870577762117778
10,4,4,2,False,2,1.0,5.506925444374636,2.687057776211778
50,4,4,2,False,1,1.0,5.506925444374631,2.6870577762117756
50,4,4,2,False,2,1.0,5.50692544437463,2.6870577762117756
100,4,4,2,False,1,1.0,5.506925444374632,2.687057776211778
100,4,4,2,False,2,1.0,5.506925444374631,2.6870577762117778
1000,4,4,2,False,1,1.0,5.506925444374713,2.6870577762117787
1000,4,4,2,False,2,1.0,5.506925444374713,2.6870577762117787
10,4,2,3,False,1,1.0,5.506925444374632,2.6870577762117778
10,4,2,3,False,2,1.0,5.506925444374636,2.687057776211778
50,4,2,3,False,1,1.0,5.506925444374631,2.6870577762117756
50,4,2,3,False,2,1.0,5.50692544437463,2.6870577762117756
100,4,2,3,False,1,1.0,5.506925444374632,2.687057776211778
100,4,2,3,False,2,1.0,5.506925444374631,2.6870577762117778
1000,4,2,3,False,1,1.0,5.506925444374713,2.6870577762117787
1000,4,2,3,False,2,1.0,5.506925444374713,2.6870577762117787
10,4,3,3,False,1,1.0,5.506925444374632,2.6870577762117778
10,4,3,3,False,2,1.0,5.506925444374636,2.687057776211778
50,4,3,3,False,1,1.0,5.506925444374631,2.6870577762117756
50,4,3,3,False,2,1.0,5.50692544437463,2.6870577762117756
100,4,3,3,False,1,1.0,5.506925444374632,2.687057776211778
100,4,3,3,False,2,1.0,5.506925444374631,2.6870577762117778
1000,4,3,3,False,1,1.0,5.506925444374713,2.6870577762117787
1000,4,3,3,False,2,1.0,5.506925444374713,2.6870577762117787
10,4,4,3,False,1,1.0,5.506925444374632,2.6870577762117778
10,4,4,3,False,2,1.0,5.506925444374636,2.687057776211778
50,4,4,3,False,1,1.0,5.506925444374631,2.6870577762117756
50,4,4,3,False,2,1.0,5.50692544437463,2.6870577762117756
100,4,4,3,False,1,1.0,5.506925444374632,2.687057776211778
100,4,4,3,False,2,1.0,5.506925444374631,2.6870577762117778
1000,4,4,3,False,1,1.0,5.506925444374713,2.6870577762117787
1000,4,4,3,False,2,1.0,5.506925444374713,2.6870577762117787
10,5,2,1,False,1,0.0,2.7790160796185392,1.6099513590271188
10,5,2,1,False,2,0.0,2.812217861796744,1.615667207839849
50,5,2,1,False,1,0.0,2.799028310606024,1.6146089137861674
50,5,2,1,False,2,0.0,2.7946624935102213,1.6138351272754683
100,5,2,1,False,1,0.0,2.8016979882213855,1.6152410435572842
100,5,2,1,False,2,0.0,2.7905588345393957,1.6130022089343543
1000,5,2,1,False,1,0.0,2.795447137003983,1.6141001701064248
1000,5,2,1,False,2,0.0,2.798887975267804,1.6147989112799268
10,5,3,1,False,1,0.0,2.782306032553611,1.6111993954252295
10,5,3,1,False,2,0.0,2.8167082653169,1.61808366496072
50,5,3,1,False,1,0.0,2.7984570771079316,1.6136806169960065
50,5,3,1,False,2,0.0,2.795652475448929,1.6136333120191544
100,5,3,1,False,1,0.0,2.8014307722462752,1.6145291645450786
100,5,3,1,False,2,0.0,2.7908825023370314,1.6127026958907005
1000,5,3,1,False,1,0.0,2.7950830003366853,1.6134574968580224
1000,5,3,1,False,2,0.0,2.798948222675839,1.6141538745033144
10,5,4,1,False,1,0.0,2.782306032553611,1.6111993954252295
10,5,4,1,False,2,0.0,2.8167082653169,1.61808366496072
50,5,4,1,False,1,0.0,2.7984570771079316,1.6136806169960065
50,5,4,1,False,2,0.0,2.795652475448929,1.6136333120191544
100,5,4,1,False,1,0.0,2.8014307722462752,1.6145291645450786
100,5,4,1,False,2,0.0,2.7908825023370314,1.6127026958907005
1000,5,4,1,False,1,0.0,2.7950830003366853,1.6134574968580224
1000,5,4,1,False,2,0.0,2.798948222675839,1.6141538745033144
10,5,2,2,False,1,0.0,2.5777401563285447,1.5972261878237624
10,5,2,2,False,2,0.0,2.584639922648799,1.598701386793895
50,5,2,2,False,1,0.0,2.577873629503394,1.5967787607776007
50,5,2,2,False,2,0.0,2.5799712589637323,1.5973457263508315
100,5,2,2,False,1,0.0,2.578350472237512,1.5968721376179382
100,5,2,2,False,2,0.0,2.5792512120803672,1.5972935860870092
1000,5,2,2,False,1,0.0,2.5800122013915354,1.5973173237891063
1000,5,2,2,False,2,0.0,2.581312303767686,1.5975610176564452
10,5,3,2,False,1,0.0,2.5777401563285447,1.5972261878237624
10,5,3,2,False,2,0.0,2.584639922648799,1.598701386793895
50,5,3,2,False,1,0.0,2.577873629503394,1.5967787607776007
50,5,3,2,False,2,0.0,2.5799712589637323,1.5973457263508315
100,5,3,2,False,1,0.0,2.578350472237512,1.5968721376179382
100,5,3,2,False,2,0.0,2.5792512120803672,1.5972935860870092
1000,5,3,2,False,1,0.0,2.5800122013915354,1.5973173237891063
1000,5,3,2,False,2,0.0,2.581312303767686,1.5975610176564452
10,5,4,2,False,1,0.0,2.5777401563285447,1.5972261878237624
10,5,4,2,False,2,0.0,2.584639922648799,1.598701386793895
50,5,4,2,False,1,0.0,2.577873629503394,1.5967787607776007
50,5,4,2,False,2,0.0,2.5799712589637323,1.5973457263508315
100,5,4,2,False,1,0.0,2.578350472237512,1.5968721376179382
100,5,4,2,False,2,0.0,2.5792512120803672,1.5972935860870092
1000,5,4,2,False,1,0.0,2.5800122013915354,1.5973173237891063
1000,5,4,2,False,2,0.0,2.581312303767686,1.5975610176564452
10,5,2,3,False,1,0.0,2.7115994390755698,1.6370547249131815
10,5,2,3,False,2,0.0,2.7102405210778158,1.6359898914641475
50,5,2,3,False,1,0.0,2.711135158254043,1.6367704639518328
50,5,2,3,False,2,0.0,2.710500996521757,1.6362734092488507
100,5,2,3,False,1,0.0,2.7109308094856805,1.6366283812925264
100,5,2,3,False,2,0.0,2.7105009965217604,1.636273409248851
1000,5,2,3,False,1,0.0,2.710634140336665,1.6363940509659212
1000,5,2,3,False,2,0.0,2.7105895995453952,1.6363550130982363
10,5,3,3,False,1,0.0,2.7115994390755698,1.6370547249131815
10,5,3,3,False,2,0.0,2.7102405210778158,1.6359898914641475
50,5,3,3,False,1,0.0,2.711135158254043,1.6367704639518328
50,5,3,3,False,2,0.0,2.710500996521757,1.6362734092488507
100,5,3,3,False,1,0.0,2.7109308094856805,1.6366283812925264
100,5,3,3,False,2,0.0,2.7105009965217604,1.636273409248851
1000,5,3,3,False,1,0.0,2.710634140336665,1.6363940509659212
1000,5,3,3,False,2,0.0,2.7105895995453952,1.6363550130982363
10,5,4,3,False,1,0.0,2.7115994390755698,1.6370547249131815
10,5,4,3,False,2,0.0,2.7102405210778158,1.6359898914641475
50,5,4,3,False,1,0.0,2.711135158254043,1.6367704639518328
50,5,4,3,False,2,0.0,2.710500996521757,1.6362734092488507
100,5,4,3,False,1,0.0,2.7109308094856805,1.6366283812925264
100,5,4,3,False,2,0.0,2.7105009965217604,1.636273409248851
1000,5,4,3,False,1,0.0,2.710634140336665,1.6363940509659212
1000,5,4,3,False,2,0.0,2.7105895995453952,1.6363550130982363
