n_estimators,max_depth,min_samples_split,max_features,bootstrap,validation_loss,mee
10,3,4,10,False,3.0151927257925224,1.97627232031274
10,3,2,10,False,3.0822437131826663,1.9864832910757029
100,4,3,3,False,3.083312678868172,1.9972405295085736
10,3,5,10,False,3.1642753960854133,1.997828277593384
500,4,5,3,False,3.1283254257304747,2.0093845855977692
100,4,5,3,False,3.121276716546817,2.0142619196791305
500,4,4,3,False,3.1454019406224965,2.0167567315014816
1000,4,2,3,False,3.1672138992955605,2.018728607468418
1000,4,3,3,False,3.1920857777740186,2.028270748314973
1000,4,5,3,False,3.1939440804660824,2.0310884450024367
500,4,3,3,False,3.1871648837076223,2.0328660383807797
50,4,3,3,False,3.2123035942040117,2.0355575669492314
50,4,4,3,False,3.2483549368066766,2.036294545737643
100,4,2,3,False,3.1951167170655426,2.039794289240419
500,4,2,3,False,3.212932035404485,2.040199805261844
1000,4,4,3,False,3.2080757276325667,2.041292568452921
50,4,5,3,False,3.3116628624474638,2.057977322317893
100,4,4,3,False,3.301614291841488,2.0650143308508446
50,4,2,3,False,3.4150442283902316,2.100663304863577
10,4,5,3,False,3.5084246200308087,2.149373691126085
10,4,2,3,False,3.759928079328061,2.1947132151266553
10,4,3,3,False,3.7043814028662414,2.213294265439913
10,4,4,3,False,3.8824730377217413,2.239489566270636
50,3,5,3,False,4.502705764822784,2.443346471899748
500,3,2,3,False,4.644093404933408,2.509353064385754
1000,3,4,3,False,4.661474617216723,2.5136764523635535
1000,3,3,3,False,4.6760237678236685,2.5154975460867464
10,3,5,3,False,4.79036820590271,2.5183271117942043
100,3,3,3,False,4.724853537789578,2.519581649739025
100,3,5,3,False,4.657771007697949,2.5215240246558737
500,3,4,3,False,4.708681389331057,2.522307291393086
500,3,5,3,False,4.678551249246044,2.5231992074109604
50,3,4,3,False,4.677233666167992,2.5248139857360825
1000,3,5,3,False,4.741236931103903,2.5308494773705674
50,3,2,3,False,4.710855450493657,2.5314351407250517
500,3,3,3,False,4.728995154079287,2.53350551855116
1000,3,2,3,False,4.7410414789543776,2.5351290921392584
100,3,4,3,False,4.7761410984932615,2.538274326984499
100,2,4,10,False,4.895371163328827,2.5681517452525933
500,2,3,10,False,4.885840895723009,2.57065937621081
100,2,3,10,False,4.914056912585583,2.577520981387676
1000,2,2,10,False,4.956126181198483,2.5855186860469885
1000,2,4,10,False,4.964182269293007,2.5862220191433742
500,2,5,10,False,4.9562841868148135,2.5869753785114207
500,2,4,10,False,4.959398354910197,2.587009795565132
100,2,5,10,False,4.971093668121916,2.5874583061731506
1000,2,3,10,False,4.9689630782808845,2.5928845987613
500,2,2,10,False,4.9878598652567465,2.5939056606188813
100,3,2,3,False,4.9509335001010815,2.5953389589053835
1000,2,5,10,False,4.994884076195142,2.5993707523031144
10,3,4,3,False,4.979918965519409,2.605463670668085
50,3,3,3,False,5.057703052521644,2.608449420298567
50,2,2,10,False,5.069325707227306,2.617432640494316
10,3,3,3,False,5.011156294525311,2.6242510268716623
100,2,2,10,False,5.117393660224019,2.6338313970382083
50,2,5,10,False,5.112126329789805,2.6355529801861173
50,2,4,10,False,5.141143540953066,2.644838146296581
10,2,3,10,False,5.350916398404012,2.6741820568341623
50,2,3,10,False,5.233889299067157,2.678349573892152
10,2,5,10,False,5.440220891974944,2.682187544488737
10,2,2,10,False,5.47524149916694,2.7360715247871994
10,2,4,10,False,5.378702173415451,2.7378817185312605
10,3,2,3,False,5.7660741954592405,2.801798497196194
100,2,3,3,False,7.635169241399457,3.291200541861005
500,2,4,3,False,7.687269517039446,3.3164188973891364
100,2,4,3,False,7.707221686324559,3.316642220292049
500,2,3,3,False,7.714558458277962,3.318832330781558
500,2,5,3,False,7.765318932680469,3.327422260049409
500,2,2,3,False,7.8125132881580575,3.3383314144549763
1000,2,4,3,False,7.796964870469986,3.342919627820465
1000,2,5,3,False,7.81528791777558,3.344100282337368
1000,2,2,3,False,7.8536106525637495,3.3520736602788737
1000,2,3,3,False,7.877007584225197,3.3558274117344022
100,2,5,3,False,7.869996032573777,3.3586760997508915
50,2,2,3,False,7.996421227805557,3.378888527877525
50,2,5,3,False,8.029362435683993,3.39199950562104
100,2,2,3,False,8.0783032614052,3.3925618017877484
50,2,4,3,False,8.136395354006426,3.3930325911767234
50,2,3,3,False,8.086586983781807,3.4185582770917304
10,2,3,3,False,8.213251122557965,3.430247403099622
10,2,2,3,False,8.766379840800322,3.5123241806117966
10,2,5,3,False,8.820055419666556,3.565924813122234
10,2,4,3,False,9.288862733929236,3.653811218818164
500,1,4,10,False,13.014994043709784,4.4153192161055
100,1,4,10,False,13.021178599999006,4.418194887427354
500,1,5,10,False,13.048427036847901,4.421804562203711
500,1,3,10,False,13.045733593537907,4.4246353026438685
1000,1,4,10,False,13.0660567036125,4.424734846411008
1000,1,3,10,False,13.070039064825387,4.425915164201816
1000,1,2,10,False,13.077069438266196,4.430386870670383
1000,1,5,10,False,13.095090849638927,4.431176979984083
100,1,3,10,False,13.1146211347275,4.431848242750501
100,1,5,10,False,13.11079595410257,4.4375496570032205
500,1,2,10,False,13.145124141219638,4.4387914274821325
100,1,2,10,False,13.125628712284962,4.440279050503649
50,1,5,10,False,13.17589526973664,4.445330820331376
50,1,4,10,False,13.18711245070163,4.4456303628740255
50,1,3,10,False,13.251433704353321,4.459170418146231
10,1,4,10,False,13.242826029714784,4.459243491024695
50,1,2,10,False,13.2759413709419,4.461700479505776
10,1,3,10,False,13.325836108761274,4.488986093669248
10,1,5,10,False,13.480717543782392,4.497610753219781
10,1,2,10,False,14.294826710925586,4.631380540344903
10,1,5,3,False,14.861283564858306,4.717843903550536
50,1,5,3,False,14.922351409048984,4.755790437409853
100,1,4,3,False,14.759896647793006,4.761948724599649
1000,1,4,3,False,15.120602058339536,4.811325634887863
1000,1,5,3,False,15.112558408190903,4.813435097679044
1000,1,2,3,False,15.117571872546556,4.813689716914696
500,1,3,3,False,15.165983241797356,4.8209336237550735
500,1,2,3,False,15.192003353901,4.8256517081577615
500,1,4,3,False,15.180377809888578,4.827523954063466
10,1,4,3,False,15.160070633758119,4.829371124301089
1000,1,3,3,False,15.253538957287626,4.838136273529179
500,1,5,3,False,15.266178286031744,4.839396958298086
50,1,4,3,False,15.146973181857009,4.841909140555357
100,1,3,3,False,15.297497735169197,4.843431434019664
100,1,2,3,False,15.353612598272074,4.8463901303832335
50,1,3,3,False,15.344778645067453,4.851408203057979
100,1,5,3,False,15.268288900919408,4.859421000995222
50,1,2,3,False,15.303080794388013,4.8620043656973415
10,1,2,3,False,15.96188981441998,4.964645017136529
10,1,3,3,False,17.40668174800207,5.230060025003668
